shippriority,customerclass,category,productline,warehouse,regionlookup,censusdivision,stateorprovince,orderdate,affiliate,discount,unitprice,shipcost,profit,qty,sales,orderyear
Two Day,School,paper,Paper Stuff,South West W02,West,Pacific,Washington,08-06-2011,Eco Storez,0.06,28.45,-2.66,36.3909,10,64,2011
Two Day,School,pencils,Writing Stuff,Central W05,West,Mountain,Colorado,26-03-2009,Google,0.16,58.28,1.26,14.4948,21,110,2009
Two Day,School,pencils,Writing Stuff,Central W05,West,Pacific,California,16-04-2010,Google,0,23.99,2.81,-6.993,38,717,2010
Two Day,School,pencils,Writing Stuff,North East W03,West,Pacific,Oregon,13-07-2011,Official Warz,0.15,53.82,1.24,-71.364,5,28,2011
Two Day,School,pencils,Writing Stuff,South East W04,West,Mountain,Nevada,11-06-2013,Print Manic,0.27,28.98,1.97,352.013,36,667,2013
Two Day,School,pencils,Writing Stuff,South West W02,West,Pacific,California,28-06-2012,Google,0,48.37,3.15,-142.747,21,104,2012
Two Day,School,pencils,Writing Stuff,South West W02,West,Pacific,California,13-09-2012,Yahoo,0.1,43.64,0.95,-29.5171,21,150,2012
Two Day,School,pens,Writing Stuff,Central W05,West,Mountain,Colorado,03-10-2012,Google,0.15,83.98,30,-686.7248,8,759,2012
Two Day,School,pens,Writing Stuff,Central W05,West,Mountain,Colorado,23-11-2012,Turbo Schoolz,0.1,290.48,30,-247.455,9,"2,285.00",2012
Two Day,School,pens,Writing Stuff,Central W05,West,Pacific,California,25-08-2012,Official Warz,0.14,39.98,-3.51,30.4,9,50,2012
Two Day,School,pens,Writing Stuff,North East W03,West,Pacific,California,27-08-2012,Eco Storez,0.18,52.89,2.1,401.814,15,764,2012
Two Day,School,pens,Writing Stuff,South West W02,West,Mountain,Utah,12-03-2014,Bing,0.18,54.29,-3.65,14.094,26,73,2014
Two Day,School,pens,Writing Stuff,South West W02,West,Pacific,California,25-10-2012,Google,0.18,53.48,-0.01,-64.2528,2,86,2012
Two Day,School,photo copier,Copying Stuff,Central W05,West,Mountain,Colorado,16-02-2009,Google,0.18,42.48,2.94,-57.8476,15,114,2009
Two Day,School,photo copier,Copying Stuff,Central W05,West,Mountain,Idaho,14-03-2008,Cheap Suppliez,0.1,5.08,-2.44,-27.531,19,37,2008
Two Day,School,photo copier,Copying Stuff,Central W05,West,Pacific,California,04-11-2009,Cheap Suppliez,0.27,43.13,-1.83,5.382,11,41,2009
Two Day,School,photo copier,Copying Stuff,North East W03,West,Mountain,Colorado,04-11-2014,Supply Comparer,0.02,236.08,16.06,"3,118.39",26,"5,846.00",2014
Two Day,School,photo copier,Copying Stuff,North West W01,West,Mountain,Idaho,11-04-2008,Bing,0.03,111.99,0.99,436.81,13,753,2008
Two Day,School,photo copier,Copying Stuff,South West W02,West,Mountain,Nevada,09-01-2010,Supply Comparer,0.04,56.47,-2.98,24.0273,19,44,2010
Two Day,School,photo paper,Copying Stuff,Central W05,West,Pacific,California,25-06-2012,Google,0.16,40.28,1.47,-10.1896,20,237,2012
Two Day,School,photo paper,Copying Stuff,Central W05,West,Pacific,California,22-08-2012,Bing,0.04,61.58,2.16,41.5803,22,240,2012
Two Day,School,photo paper,Copying Stuff,North West W01,West,Pacific,Oregon,26-07-2011,Supply Comparer,0.06,52.24,1.41,-78.5292,15,60,2011
Two Day,School,photo paper,Copying Stuff,North West W01,West,Pacific,Oregon,04-08-2014,Google,0.06,161.49,49.94,-354.4768,15,"1,348.00",2014
Two Day,School,photo paper,Copying Stuff,South West W02,West,Mountain,Colorado,02-08-2012,Print Manic,0.08,42.34,-1.01,3.3465,13,65,2012
Two Day,School,scissors,Paper Stuff,Central W05,West,Mountain,Colorado,08-01-2009,Supply Comparer,0.12,18.71,-3.07,-0.23,5,19,2009
Two Day,School,scissors,Paper Stuff,Central W05,West,Pacific,California,17-09-2012,Bing,0.24,78.65,10.23,386.3555,15,834,2012
Two Day,School,scissors,Paper Stuff,Central W05,West,Pacific,Washington,18-05-2011,Eco Storez,0.15,28.74,3.04,-57.771,1,21,2011
Two Day,School,scissors,Paper Stuff,South West W02,West,Pacific,Oregon,12-07-2011,Official Warz,0.08,55.94,-1.3,23.0945,20,58,2011
Two Day,School,sharpner,Writing Stuff,Central W05,West,Pacific,California,21-11-2009,Google,0.24,86.99,3.99,148.3045,8,457,2009
Two Day,School,sharpner,Writing Stuff,North East W03,West,Pacific,California,12-09-2010,Print Manic,0.12,93.48,10.3,-26.602,1,80,2010
Two Day,School,sharpner,Writing Stuff,North East W03,West,Pacific,California,23-09-2010,Cheap Suppliez,0.21,231.99,-2.5,"1,430.25",14,"2,289.00",2010
Two Day,School,sharpner,Writing Stuff,North East W03,West,Pacific,California,22-06-2012,Cheap Suppliez,0,30.99,-3.75,10.34,15,253,2012
Two Day,School,shredders,Paper Stuff,Central W05,West,Mountain,Colorado,01-09-2012,Turbo Schoolz,0.12,66.99,0,-247.725,1,54,2012
Two Day,School,shredders,Paper Stuff,Central W05,West,Pacific,Washington,18-03-2011,Turbo Schoolz,0.18,30.45,2.17,6.8355,13,169,2011
Two Day,School,shredders,Paper Stuff,North East W03,West,Pacific,California,28-11-2009,Supply Comparer,0.21,70.51,-1.01,154.5924,17,248,2009
Two Day,School,shredders,Paper Stuff,North East W03,West,Pacific,California,12-07-2012,Yahoo,0.03,14.34,-3.57,158.5174,71,622,2012
Two Day,School,shredders,Paper Stuff,South West W02,West,Mountain,Nevada,13-11-2009,Google,0,39.48,2.11,-32.9769,19,133,2009
Two Day,School,shredders,Paper Stuff,South West W02,West,Mountain,Nevada,22-04-2013,Cheap Suppliez,0,124.99,-1.7,-296.1854,1,78,2013
Two Day,School,shredders,Paper Stuff,South West W02,West,Pacific,California,22-10-2012,Eco Storez,0.3,16.18,3.74,-26.68,2,12,2012
Two Day,School,spirals,Copying Stuff,North East W03,West,Pacific,California,27-03-2010,Print Manic,0.18,17.71,-2.07,-0.9858,30,112,2010
Two Day,School,spirals,Copying Stuff,North East W03,West,Pacific,California,08-09-2012,Turbo Schoolz,0.12,29.28,0.74,-106.3455,83,387,2012
Two Day,School,spirals,Copying Stuff,South East W04,West,Pacific,California,04-01-2011,Google,0.2,37.44,14.99,-44.6595,4,167,2011
Two Day,School,spirals,Copying Stuff,South West W02,West,Pacific,California,26-10-2010,Google,0.21,51.7,3.96,-83.695,8,101,2010
Two Day,School,staplers,Paper Stuff,Central W05,West,Mountain,New Mexico,04-11-2012,Google,0.15,41.98,-1.51,3.6864,3,16,2012
Two Day,School,staplers,Paper Stuff,Central W05,West,Pacific,California,27-09-2012,Supply Comparer,0.2,20.7,-0.32,-20.8196,7,53,2012
Two Day,School,staplers,Paper Stuff,Central W05,West,Pacific,California,20-12-2013,Bing,0.2,381.99,15.99,"2,073.15",10,"3,349.00",2013
Two Day,School,staplers,Paper Stuff,Central W05,West,Pacific,Oregon,23-08-2011,Bing,0.15,58.98,1.7,-13.7908,10,54,2011
Two Day,School,staplers,Paper Stuff,North West W01,West,Pacific,California,16-04-2010,Official Warz,0.3,83.32,-4.01,310.5164,8,533,2010
Two Day,School,staplers,Paper Stuff,South West W02,West,Pacific,California,16-12-2009,Google,0.02,80.48,1.79,310.8402,9,519,2009
Two Day,School,staplers,Paper Stuff,South West W02,West,Pacific,California,12-03-2010,Yahoo,0.16,52.7,4.99,104.7683,13,214,2010
Two Day,School,tape,Paper Stuff,Central W05,West,Pacific,California,27-12-2009,Google,0.06,32.27,0.39,12.1918,5,56,2009
Two Day,School,tape,Paper Stuff,Central W05,West,Pacific,California,05-01-2010,Google,0.02,71.99,-0.01,-86.6411,3,193,2010
Two Day,School,tape,Paper Stuff,Central W05,West,Pacific,Washington,25-02-2011,Bing,0.09,47.99,-1.01,3.8874,11,173,2011
Two Day,School,tape,Paper Stuff,North East W03,West,Pacific,California,25-11-2012,Supply Comparer,0.02,55.98,0.46,-17.3696,4,32,2012
Two Day,School,tape,Paper Stuff,North East W03,West,Pacific,California,10-11-2012,Supply Comparer,0.18,13.59,-1,16.121,14,97,2012
Two Day,School,tape,Paper Stuff,South East W04,West,Pacific,California,28-11-2009,Cheap Suppliez,0.1,28.98,3.46,-29.0199,18,124,2009
Two Day,School,tape,Paper Stuff,South West W02,West,Pacific,California,25-08-2012,Print Manic,0.16,427.99,15.99,"2,787.83",12,"4,906.00",2012
Two Day,School,toner,Printing Stuff,North East W03,West,Mountain,Arizona,04-07-2012,Supply Comparer,0.09,220.47,17.99,168.586,4,765,2012
Two Day,School,toner,Printing Stuff,North East W03,West,Mountain,Idaho,09-09-2008,Bing,0.15,147.99,17.99,"1,226.63",17,"2,108.00",2008
Two Day,School,toner,Printing Stuff,South West W02,West,Pacific,California,21-12-2009,Supply Comparer,0.1,82.37,66,"-1,695.69",50,"3,243.00",2009
Two Day,Small Business,book shelf,Office Stuff,Central W05,West,Mountain,Colorado,10-09-2012,Google,0.2,161.99,-2,675.18,13,"1,292.00",2012
Two Day,Small Business,book shelf,Office Stuff,Central W05,West,Mountain,Idaho,25-05-2013,Google,0.2,20.32,-0.62,-35.7027,18,125,2013
Two Day,Small Business,book shelf,Office Stuff,Central W05,West,Pacific,California,01-03-2008,Bing,0.1,34.98,-1.2,43.3434,15,68,2008
Two Day,Small Business,book shelf,Office Stuff,Central W05,West,Pacific,California,28-04-2013,Cheap Suppliez,0.12,37.38,4.99,-50.0352,4,91,2013
Two Day,Small Business,book shelf,Office Stuff,Central W05,West,Pacific,California,23-06-2013,Supply Comparer,0.08,75.97,5.99,148.656,11,393,2013
Two Day,Small Business,book shelf,Office Stuff,Central W05,West,Pacific,Washington,10-08-2011,Turbo Schoolz,0.12,60.48,-1.01,37.944,6,118,2011
Two Day,Small Business,book shelf,Office Stuff,Central W05,West,Pacific,Washington,02-09-2012,Google,0.02,47.1,1.05,-38.0143,19,137,2012
Two Day,Small Business,book shelf,Office Stuff,North East W03,West,Pacific,California,04-03-2014,Google,0.04,49.84,-1.8,49.3056,14,90,2014
Two Day,Small Business,book shelf,Office Stuff,North West W01,West,Pacific,California,12-04-2013,Yahoo,0,72.99,-3.01,756.045,49,"1,640.00",2013
Two Day,Small Business,book shelf,Office Stuff,South East W04,West,Pacific,Washington,27-06-2014,Supply Comparer,0.12,105.93,14.99,25.298,1,100,2014
Two Day,Small Business,book shelf,Office Stuff,South West W02,West,Pacific,California,17-02-2014,Supply Comparer,0.24,89.98,7.2,273.33,20,734,2014
Two Day,Small Business,book shelf,Office Stuff,South West W02,West,Pacific,Oregon,15-09-2011,Google,0.3,15.78,0.67,7.0564,12,66,2011
Two Day,Small Business,chair,Office Stuff,Central W05,West,Pacific,Oregon,08-10-2008,Google,0,50.8,0.99,120.2016,4,196,2008
Two Day,Small Business,chair,Office Stuff,Central W05,West,Pacific,Oregon,03-08-2011,Google,0.21,85.99,-0.01,155.57,8,410,2011
Two Day,Small Business,chair,Office Stuff,Central W05,West,Pacific,Washington,27-11-2014,Supply Comparer,0,60.98,10.52,-161.8372,6,74,2014
Two Day,Small Business,chair,Office Stuff,North East W03,West,Mountain,Arizona,14-07-2011,Google,0.06,638.99,22.49,"4,436.74",13,"7,675.00",2011
Two Day,Small Business,chair,Office Stuff,North East W03,West,Mountain,New Mexico,05-04-2013,Google,0.3,32.98,-1.13,172.4712,21,421,2013
Two Day,Small Business,chair,Office Stuff,North East W03,West,Pacific,California,27-05-2009,Cheap Suppliez,0.06,49.88,-3.3,71.7314,47,151,2009
Two Day,Small Business,chair,Office Stuff,North East W03,West,Pacific,California,15-07-2011,Consumer Choice,0.06,76.99,0.99,145.9356,12,453,2011
Two Day,Small Business,chair,Office Stuff,North West W01,West,Pacific,Washington,17-03-2010,Yahoo,0.06,45.78,2.37,-14.7768,3,21,2010
Two Day,Small Business,chair,Office Stuff,South West W02,West,Mountain,Idaho,04-12-2010,Google,0,68.98,3.5,562.2892,28,"1,534.00",2010
Two Day,Small Business,chair,Office Stuff,South West W02,West,Pacific,California,28-04-2009,Google,0,39.81,1.37,-11.8899,24,143,2009
Two Day,Small Business,chair,Office Stuff,South West W02,West,Pacific,California,23-08-2010,Google,0.03,49.29,-0.01,429.5511,19,717,2010
Two Day,Small Business,chair,Office Stuff,South West W02,West,Pacific,California,24-02-2014,Google,0.27,41.28,1.68,-102.9204,13,64,2014
Two Day,Small Business,desk,Office Stuff,Central W05,West,Mountain,Colorado,28-04-2014,Google,0,32.14,-2.3,-0.3724,4,6,2014
Two Day,Small Business,desk,Office Stuff,Central W05,West,Pacific,California,26-11-2008,Yahoo,0.16,34,-1.7,25.844,16,55,2008
Two Day,Small Business,desk,Office Stuff,Central W05,West,Pacific,California,27-03-2011,Google,0.16,21.68,-0.43,-45.325,95,159,2011
Two Day,Small Business,desk,Office Stuff,Central W05,West,Pacific,Oregon,22-09-2012,Supply Comparer,0.27,12.98,0.77,-112.2387,8,19,2012
Two Day,Small Business,desk,Office Stuff,Central W05,West,Pacific,Washington,19-07-2011,Bing,0.06,54.99,-1.9,489.4253,29,865,2011
Two Day,Small Business,desk,Office Stuff,Central W05,West,Pacific,Washington,25-10-2012,Print Manic,0.15,70.97,4.03,-1.8333,5,116,2012
Two Day,Small Business,desk,Office Stuff,North East W03,West,Pacific,California,20-09-2011,Cheap Suppliez,0.3,9.48,3.03,-83.1552,50,311,2011
Two Day,Small Business,desk,Office Stuff,North East W03,West,Pacific,California,06-03-2014,Google,0.27,140.99,4.8,817.2576,22,"2,183.00",2014
Two Day,Small Business,desk,Office Stuff,South East W04,West,Mountain,New Mexico,22-10-2014,Bing,0.3,162.99,10.99,"3,185.46",40,"5,130.00",2014
Two Day,Small Business,desk,Office Stuff,South East W04,West,Pacific,California,23-04-2012,Bing,0.18,26.31,-3.51,-1.2078,2,17,2012
Two Day,Small Business,desk,Office Stuff,South West W02,West,Mountain,Colorado,02-01-2014,Print Manic,0.16,40.17,-0.31,55.7469,12,95,2014
Two Day,Small Business,desk,Office Stuff,South West W02,West,Mountain,New Mexico,25-02-2008,Eco Storez,0.03,36.34,2.82,-8.05,9,75,2008
Two Day,Small Business,desk,Office Stuff,South West W02,West,Pacific,California,24-10-2008,Google,0.27,42.48,-0.01,129.8661,14,223,2008
Two Day,Small Business,file holder,Paper Stuff,Central W05,West,Mountain,New Mexico,20-01-2008,Official Warz,0.18,30.48,5.4,-58.455,3,21,2008
Two Day,Small Business,file holder,Paper Stuff,Central W05,West,Pacific,California,25-08-2009,Google,0.18,126.99,-3.75,432.447,11,793,2009
Two Day,Small Business,file holder,Paper Stuff,North East W03,West,Mountain,Utah,24-10-2012,Yahoo,0.2,67.54,10.72,50.2272,6,219,2012
Two Day,Small Business,file holder,Paper Stuff,North East W03,West,Pacific,California,03-02-2013,Google,0.06,38.3,2.72,-118.1565,16,122,2013
Two Day,Small Business,file holder,Paper Stuff,North East W03,West,Pacific,California,13-12-2013,Google,0,40.26,-3.14,2.1712,40,143,2013
Two Day,Small Business,file holder,Paper Stuff,North East W03,West,Pacific,Oregon,19-09-2011,Bing,0.06,36.68,2.15,5.3675,12,82,2011
Two Day,Small Business,file holder,Paper Stuff,South East W04,West,Pacific,Oregon,08-07-2010,Bing,0.06,30.68,1.16,-41.0553,26,199,2010
Two Day,Small Business,file holder,Paper Stuff,South West W02,West,Pacific,California,13-03-2013,Eco Storez,0.2,34.55,-2.64,67.6769,12,152,2013
Two Day,Small Business,file holder,Paper Stuff,South West W02,West,Pacific,California,16-01-2014,Google,0.18,29.81,0.48,-70.6752,39,254,2014
Two Day,Small Business,file holder,Paper Stuff,South West W02,West,Pacific,Washington,18-04-2014,Eco Storez,0.08,47.44,14.99,-0.126,11,343,2014
Two Day,Small Business,furniture,Office Stuff,Central W05,West,Mountain,Montana,16-02-2010,Print Manic,0.21,50.99,4.44,-107.7616,20,243,2010
Two Day,Small Business,furniture,Office Stuff,Central W05,West,Mountain,New Mexico,24-01-2009,Google,0.06,9.08,-1.01,11.2048,10,32,2009
Two Day,Small Business,furniture,Office Stuff,Central W05,West,Mountain,New Mexico,15-03-2009,Bing,0,126.89,38,-40.368,16,"1,801.00",2009
Two Day,Small Business,furniture,Office Stuff,Central W05,West,Pacific,California,14-05-2012,Bing,0.09,21.28,-2.23,85.4019,21,154,2012
Two Day,Small Business,furniture,Office Stuff,Central W05,West,Pacific,California,12-08-2013,Bing,0.27,55.98,-1.33,23.1539,98,475,2013
Two Day,Small Business,furniture,Office Stuff,North East W03,West,Pacific,California,12-01-2014,Google,0.3,75.56,-0.01,56.7385,5,159,2014
Two Day,Small Business,furniture,Office Stuff,North East W03,West,Pacific,California,28-02-2014,Official Warz,0.12,70.99,11.18,-38.8472,4,75,2014
Two Day,Small Business,furniture,Office Stuff,North East W03,West,Pacific,Oregon,08-02-2008,Supply Comparer,0,37.23,4.15,129.4944,11,232,2008
Two Day,Small Business,furniture,Office Stuff,South West W02,West,Mountain,Idaho,11-11-2013,Bing,0.1,96.98,1.01,634.9616,12,958,2013
Two Day,Small Business,furniture,Office Stuff,South West W02,West,Pacific,California,23-10-2010,Yahoo,0.2,7.18,0,-186.1335,26,48,2010
Two Day,Small Business,furniture,Office Stuff,South West W02,West,Pacific,Washington,23-04-2010,Supply Comparer,0.04,38.99,10.18,-29.203,2,48,2010
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Mountain,Colorado,03-08-2012,Google,0.18,17.18,-3.62,-12.0959,10,21,2012
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Mountain,Colorado,18-10-2013,Google,0.12,250.99,3.26,836.7692,13,"2,128.00",2013
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,California,12-07-2009,Eco Storez,0.3,30.48,7.68,-108.1332,9,55,2009
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,California,25-09-2009,Google,0.16,21.08,-3.51,-5.904,1,2,2009
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,California,08-06-2011,Cheap Suppliez,0,13.98,-3.2,23.5885,7,37,2011
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,California,11-10-2013,Google,0.16,23.67,-2.61,194.8896,45,794,2013
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,California,04-11-2013,Official Warz,0.12,43.48,0,-94.3113,1,29,2013
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,California,13-05-2014,Bing,0.2,58.98,8.39,-62.154,15,259,2014
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,Washington,22-07-2010,Print Manic,0.08,504.99,20.49,"3,398.04",13,"5,547.00",2010
Two Day,Small Business,Ink,Printing Stuff,Central W05,West,Pacific,Washington,02-10-2014,Google,0.12,367.98,16.99,"1,252.69",7,"2,198.00",2014
Two Day,Small Business,Ink,Printing Stuff,North East W03,West,Mountain,Arizona,11-09-2011,Google,0.24,59.98,4.53,-129.1212,1,39,2011
Two Day,Small Business,Ink,Printing Stuff,North West W01,West,Pacific,Oregon,01-10-2012,Google,0.1,88.99,-2.9,200.0225,12,333,2012
Two Day,Small Business,Ink,Printing Stuff,South West W02,West,Mountain,Arizona,11-08-2011,Supply Comparer,0.06,19.69,-0.9,12.8619,6,49,2011
Two Day,Small Business,Ink,Printing Stuff,South West W02,West,Mountain,Utah,28-01-2008,Cheap Suppliez,0.12,139.29,8.12,565.6224,10,997,2008
Two Day,Small Business,Ink,Printing Stuff,South West W02,West,Pacific,California,25-08-2010,Turbo Schoolz,0.16,30.07,1.2,19.6365,6,85,2010
Two Day,Small Business,inkjet printer,Printing Stuff,Central W05,West,Pacific,California,19-06-2010,Cheap Suppliez,0.12,83.76,3.49,188.6696,9,296,2010
Two Day,Small Business,inkjet printer,Printing Stuff,Central W05,West,Pacific,California,06-04-2011,Bing,0.02,77.84,13.87,-41.1086,11,321,2011
Two Day,Small Business,inkjet printer,Printing Stuff,Central W05,West,Pacific,California,21-06-2012,Consumer Choice,0.16,21.61,-3.5,34.124,56,134,2012
Two Day,Small Business,inkjet printer,Printing Stuff,North West W01,West,Mountain,Colorado,11-12-2013,Yahoo,0.06,41.34,3,58.0034,6,100,2013
Two Day,Small Business,inkjet printer,Printing Stuff,North West W01,West,Mountain,Idaho,18-08-2013,Supply Comparer,0.27,10.82,-2.51,18.124,8,29,2013
Two Day,Small Business,inkjet printer,Printing Stuff,North West W01,West,Pacific,Oregon,23-05-2010,Google,0.2,63.76,3.22,40.3248,7,253,2010
Two Day,Small Business,inkjet printer,Printing Stuff,South West W02,West,Mountain,Montana,16-01-2010,Supply Comparer,0.16,7,-0.61,-16.9653,14,71,2010
Two Day,Small Business,inkjet printer,Printing Stuff,South West W02,West,Pacific,California,28-05-2009,Google,0.08,60.48,4.54,-179.8635,20,125,2009
Two Day,Small Business,label makers,Paper Stuff,Central W05,West,Mountain,Idaho,06-03-2013,Google,0.18,55.37,8.16,-305.1495,14,117,2013
Two Day,Small Business,label makers,Paper Stuff,Central W05,West,Mountain,Idaho,01-07-2013,Bing,0.21,37.66,10.99,-194.009,14,292,2013
Two Day,Small Business,label makers,Paper Stuff,Central W05,West,Mountain,Montana,11-12-2009,Consumer Choice,0.15,39.48,2.93,292.4664,20,488,2009
Two Day,Small Business,label makers,Paper Stuff,Central W05,West,Pacific,California,02-04-2008,Print Manic,0.24,94.99,1.26,-133.7791,5,313,2008
Two Day,Small Business,label makers,Paper Stuff,Central W05,West,Pacific,California,21-12-2008,Official Warz,0.09,13.89,1.07,-125.647,11,49,2008
Two Day,Small Business,label makers,Paper Stuff,Central W05,West,Pacific,California,14-10-2009,Supply Comparer,0.21,54.74,1.01,-14.5544,3,23,2009
Two Day,Small Business,label makers,Paper Stuff,Central W05,West,Pacific,California,18-01-2012,Google,0.09,19.98,4.5,-33.7364,4,29,2012
